"그대 그 약속을 기억하고 있을까요

I believe, I believe, I believe

많이 변했을 내 모습을 알아볼까요

and I believe, I believe, I believe

니가 전학간 날 너의 빈 책상위에

새겨져 있던 그 말을 난 기억해요

오늘이 바로 그대 약속한 그 날인걸요

오지 못할 거란 걸 알고있어

앞으로도 영원히 볼 수 없다는 것을

이젠 이 세상에 너란 사람은 없는거니

내가 잘못 안 것이길 빌고 있어

우리 약속한 이 곳에서

처음부터 운명이란 걸 난 느꼈어요

I believe, I believe, I believe

친근한 말 한 마디조차 한 적 없지만

and I believe, I believe, I believe

슬픈 그대 얼굴 이유를 알았을 때

애써 담담한 표정만 짓고 있었죠

연락하기로 해 웃으며 말하던 너는 어디있니

오지 못할 거란 걸 알고있어

앞으로도 영원히 볼 수 없다는 것을

이젠 이 세상에 너란 사람은 없는거니

내가 잘못 안 것이길 빌고있어
",발라드
"난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
세상 모든 곳 그대가
있을 만한곳
모두 뒤져봐도 그대를
찾지 못했어
그대는 어딨는 거야 왜 날날
떠나간 거야
내말 안 들리는 거야 내가
널 찾는걸
모르는거야 그런 거야 아니면
나를 만나면
안 될 이유라도 있는 거야
그러면 좋아 내가 널 이렇게
목놓아 부르지 않게
한번만이라도 잠깐만이라도
내 앞에 나타나 줘
꿈속에서라도 나를 봐 조금씩
무너지는
내 모습을 봐 널 찾아
헤매이는 난
지금 힘들어 니가 보고 싶어
니가 날 떠난 그 직후부터
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
우린 행복했어 정말 행복했어
세상 누구보다 예쁜 사랑을 했어
처음 만난 그 순간 하늘에서
예쁜 눈을 뿌려줬어
마치 한 장면의 영화처럼
너무 아름다운 너와 내가
눈이 맞았었지 움직일
수 없었지
그렇게 우리의 사랑은
시작되었지
그리고 나서 우리는 예쁜
그림을 그리는
꼬마 아이들처럼 그 눈빛처럼
맑고 맑은 유리구슬처럼
투명한 사랑을 만들어 갔어
꿈을 꾸며 함께 미래를 그려봤어
그러다 그녀가 사라졌어
한마디 말도 없이
그렇게 그렇게 내곁을 떠났어
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
제발 돌아와 내말 안 들려
어서 나타나 나 지금 흔들려
나를 잡아 줘 나를 붙잡아 줘
어서 하루가 다르게 무너지는
날 일으켜 줘
너는 나를 잘 알잖아 난
너밖에 없잖아
니가 없으면 아무 것도
못한다는 걸 알잖아
왜 그래 도대체 왜 이래
대체 왜 이렇게
날 자꾸만 힘들게 해
니가 어디 있든 어디서
무얼 하든
누구와 있었든 그 이유가
무엇이든
아무 것도 묻지 않을게
넌 돌아오기만 하면 돼 난
그전엔 그날이 오기 전에
어쩔 수 없어
난 이렇게 밖엔 살아갈 수 없어
너만을 기다리며 멈출 수 없어
널 찾아 헤매이며
ah girl No I can't live
without you
everything I see it reminds
me of you
My heart is so cold
Please come back to me
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해",댄스
"I met a girl inside
I fell in love inside
I wanna be her lover
I wanna love forever
cyber lover
you cyber lover
cyber lover
그녀의 말투에
나는 빠졌어 그랬어
지난 사랑 얘기에
나도 모를 질투 아직
한번도 만나지 못했지 만
하지만 우리끼리통하는
여긴 cyber world
오늘 아침 니가 보내온
향기 가득한 메일이
나의 하루를 행복하게
만들어 주겠지
어떤 모습
어떤 눈빛일까
너무 보고 싶지만
왠지 난 이대로가
그냥 좋은걸-
속상했던 일이 생겨도-
또 마음이
서글퍼질때도
너와의 얘기속에
어느샌가 사라-져
왜 내 마음이
설랠까
한번도 만나지
않았는데
어떻게 내게 이런 느낌
생길수가 있을까
널
사랑하는지 몰라
세상에 지쳐있는
내 눈빛보다
가슴부터 차오르는
느낌 사랑이 아닐까 oh
cyber lover
you cyber lover
cyber lover
니가 너무 보고 싶어
너에게 어울리는
선물도 하고 싶어
비록 얼굴도
이름도 모르지만
니속에 모든걸
알고 싶어
널 보면 실망하고
허무하고 슬퍼질지도
I don't know
하지만 넌 이미
이세상 최고의
나만의 cyber lover
오늘은 널 볼수 없었어
종일 널 찾아 다녔지
이런적 없던 너였기에
당황도 되었지
혹시 무슨일이 있는건지
왠지 걱정도 됐고
이렇게 변한 네게
화도 났었어-
언제라도
내가 찾으면-
늘 그곳에
있어주었던 너
그래서 바보처럼
가끔씩은 잊혀-져
늘 함께 있을
사랑을
체온이 느껴지는
사랑을
나보다 더 큰
행복으로
지켜주는 사랑을
널 만날수는 없겠지
이대로 추억속에
남게 될지도
그렇지만 변함없을거야
내 상상속에서 oh

I met a girl inside
I fell in love inside
I wanna be her lover
I wanna love forever
cyber lover
you cyber lover
cyber lover
cyber lover-",댄스
"다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
나를 걱정해서 내게 오는 거라면
이제는 아무렇지도 않아
니가 후회해서 돌아오는 거라도
이번에는 내가 싫어
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
이제야 간신히 너의 그늘 속에서
벗어나 담담할 수 있는데
난 항상 너에게 목을 메고 있다고
그렇게 착각 한 거니
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
다가오지마
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
다가오지마 언젠가 다시는
사랑 할 수 있데도
No no no no no
이젠 괜찮아 괜찮아
그 만큼 그만큼의 고통뿐
이젠 괜찮아
다가오지마
걱정하지마
오 이젠 괜찮아",발라드
"이렇게 끝내야만 하나
깊어진 나의 사랑을
그대의 숨결로만
자라난 내 사랑인데
이렇게 그대 돌아서면
다시는 볼 수 없는데
어떻게 해야 하는지도
모른 채 자꾸 눈물만
가지 말라고 가지 말라고
한 마디 말이라도 해야 할텐데
함께 했었던 시간속에서
어떤 걸 제일 먼저
잊어야할지 모르는데
이젠 어떻게 살아야 하나
온 몸 가득 남겨진 사랑을
이젠 다가올 사랑은 없어
그대 남긴 상처때문에
이렇게 끝낼수는 없어
그대를 보낼 순 없어
그대를 잊어야 할
이유라도 만들어 줘
멈춰 버린 시간속에
쌓여만 가는 그리움
그대가 없는 나의 모습
그대가 더 잘 알텐데
잠깐일거야 돌아올거야
그대도 나 아니면 안될거라고
알게 될거야 우리 사랑이
그렇게 쉽게 끝낼 수 없다는 걸
그렇게 날 위로했지만
이미 그대는 저 만큼 멀리
날 등진채 떠나고 있잖아
이젠 목마른 보고픔으로
기다릴게 다시 그대를
이제 나 없는 그대의 모습
행복하길 기도 했었지만
나의 마지막 기도는 항상
그대 사랑 내가 되길",댄스
"그대여 뭘 망설이나요
그대 원하고 있죠
눈앞에 있는 날
알아요 그대 뭘 원하는지
뭘 기다리는지 그대여
이리와요
나도 언제까지 그대가
생각하는 소녀가 아니예요
이제 나
여자로 태어났죠
기다려준 그대가 고마울 뿐이죠
나 이제 그대 입맞춤에
여자가 돼요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요
그대여 나 허락 할래요
나만을 바라보던 그대의 사랑을
사랑은 너무나 달콤하고
향기로운거란 걸 내게
가르쳐줘요
항상 힘들어하는 그대
기다려 주던 그대
모습 바라보는 내 마음도
아팠어요
하지만 이제 내게 더
기다려야 될
이유가 없어지는 날이 온 거예요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요
나도 언제까지 그대가
생각하는 소녀가
아니예요 이제 나 여자로
태어났죠
기다려준 그대가 고마울
뿐이죠 나
이제 그대 입맞춤에
여자가 돼요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요",댄스
"Annie 혹시나 알고 있나요
내가 사랑한다는 걸

안다면 그대는 나빠요
얼마나 애태웠는지
Annie 이 노랠 듣고 있나요
그대가 바로 Annie예요

말하지 못했던 내마음
이제는 털어놓을께요
야 이 바보야
난 널 사랑하고 있어
얼마나 내게 위안이 됐는지
긴 아픔 멈춘게
다시 웃게 만든게 너야
느끼고 싶어
니가 내게 주는 사랑
바라기만 하는 내 모습
이해해주길 바래
내게로 올 수 있다면
아주 긴 시간동안 보답할께
oh Annie 조금은 후련하네요
정말 외치고 싶었는데

내앞에 Annie는 없지만
고백한거 같아 좋아요

야 이 바보야
난 널 사랑하고 있어
얼마나 내게 위안이 됐는지
긴 아픔 멈춘게
다시 웃게 만든게 너야
느끼고 싶어
니가 내게 주는 사랑
바라기만 하는 내 모습
이해해 주길 바래
내게로 올 수 있다면
아주 긴 시간동안 보답할께
oh Annie 그래도 모르겠나요
그대가 바로 Annie란걸

그래요 모를수도 있죠
아니면 모른척 하는지
oh Annie

",발라드
"came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼
날 보는 시선을 느낄 수 있어
그대로 다가와
call me
조금씩 내 안에 빠져 들어와
널 내게 맡겨봐
kiss me
그냥 보낼 순 없어 나 그려왔던
너를 놓칠 순 없어
내 가슴 파고드는
그 눈빛 속에 나 살고 싶어
Don't say goodbye
I know you miss me I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼
첫눈에 모든걸 다 사로잡았던
환상적인 시선
show me
불꺼진 내 맘을 다 채워주었던
완벽한 니 모습
tell me
내가 느끼는만큼 너 똑같다면
나를 피하지는 마
더 후횐 없는거야
그 체온 속에 날 데려가 줘
Don't say goodbye
I know you miss me
I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
I can't live without you
나는 기다려
운명의 끈에 걸린 너만을 영원히
I know you miss me I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼",댄스
"너만을 너무 사랑했었어
그래서 내 모든걸 준거야
왜 갔어 왜 갔어
나를 두고 왜 떠나갔어
이제와서 내가 싫증난거니
숨겨왔던 다른 누가 있었니
얘기를 해봐 내가 단념할수 있게
날 사랑한단 말도
다 아니야 다 아니야
내게 주었던 사랑까지
가져가 가져가
아직까지 여태까지 몰랐었던
사랑을 배웠어
아무것도 가진 것도 없는 나를
나를 울리지마
가끔은 너무 보고 싶어서
뜬눈으로 밤을 새며 울었어
이제 알겠어 너를 사랑했었나봐
너를 잊겠단 말은
내 맘 아니야 아니야
오직 너만을 사랑하도록
길들여졌잖아
아직까지 여태까지 몰랐었던
사랑을 배웠어
아무것도 가진 것도 없는 나를
나를 울리지마
이 세상의 많고 많은 여잘 대신해
한마디만 하고싶어 새겨들어봐
사랑이란 이름으로 장난치지마
너 역시 사랑땜에 울 수도 있어",댄스
"이젠 나의 맘을 막을 수가 없어
너의 그를 사랑하게 되 버린걸
그렇게 애타게 찾아온 사랑이
왜 하필 너의 그 사람인지
난 모르겠어
내 맘을 어떻게 해야해
날 숨겨줘 어디라도
내 안의 사랑을 느낄 수 있는 곳에
용서받지 못한 나의 사랑이
아름다울 수 있도록
날 지켜줘 언제라도
웃으며 함께할 수 있는 그날까지
세상이 우리를 욕한다해도
너만은 축복해주길
바랄뿐야
누가 알까 숨죽이는 나의 모습
비밀 속에 묻고 싶은 사랑인걸
미안해 나만의 사랑을 위하여
우정까지 포기한 나에게
그 어떤 말로
날 저주 한 대도 괜찮아
날 숨겨줘 어디라도
내안의 사랑을 느낄 수 있는 곳에
용서받지 못한 나의 사랑이
아름다울 수 있도록
날 지켜줘 언제라도
웃으며 함께할 수 있는 그날까지
세상이 우리를 욕한다해도
너만은 축복해주길
바랄뿐야",댄스
"맘 이맘
부풀어 오르는 이밤
right alright
it's friday night
감 예감
좋은 예감이 드는 이 밤
tonight's the night
oh friday night
yeah
금요일 밤 오늘밤
오 오 늘은 월급탄 밤
기분이 삼삼한 밤
아침부터 왠지
좋은 예감
yeah it's O K
자 기분좋아
yeah feel alright
자 어디든 가
우리 준이형
태우 호영 데니
다 모두 나갈 준비됐니
어두워진 거리를
미끄러져 나가는
우리들 g o d
다섯 남자는 주머니
꽉 차 시계는 안봐
멋진 자동차
거리로 나가
지나가는 여인들
yeah 마주치는 시선들
uh you want me
I want you too then
tell me and
I'll come to you
맘 이맘
부풀어 오르는 이밤
right alright
it's friday night
감 예감
좋은 예감이 드는 이 밤
tonight's the night
oh friday night
uh uh 드디어 도착한
클럽앞에
들어가려고 기다리는
사람들의
줄이 늘어서고
서로 의식하고 저마다
자기들의 무게를 잡고
마음의 준비 시작한다
uh 이제 곧 있으면
시작한다
uh 오늘의 승자는
누구일까
uh 또 어떤 커플이
탄생할까
선수입장
들어간다
자 들어간다
g o d 가 나가 신다
모두 모두 모두 모두
비켜나라
자 울려 퍼지는
음악소리
자 돌아가는
조명들이
금요일 밤이
온 걸 알리네
자 어서 이 밤을
즐기세 좋아 기분 좋아
uh 그대와 나
오늘 멈추지마
음악 멋진 음악
yeah 흘러나와
and it'll
I feel alright
pump it up
everybody say
tonight's the night
tonight's the night
hey ho
tonight's the night
tonight's the night
pump it up
everybody say
tonight's the night
tonight's the night
ho ho ho ho
tonight's the night
tonight's the night
이제는 dance time
come on stage
어디지 오
저기서 우릴 부르지
우리들을 향해서
손짓하지
자 우리들의 무대다
모두 비켜라
남자들은 비키고
여자들은 남아라
그리고 보아라 you want me
baby baby you can have me
맘 이맘 부풀어 오르는
이밤 right alright
it's friday night
감 예감 좋은 예감이
드는 이 밤
tonight's the night
oh friday
night yeah 맘 이맘 부풀어
오르는 이밤 right alright it's
friday night 감 예감 좋은
예감이 드는 이 밤 tonight's
the night
oh friday night yeah",댄스
